ticker,date,close,month,daily_return,cumulative_return
BAJAJ-AUTO,2023-10-03 05:30:00,5016.45,2023-10,,
BAJAJ-AUTO,2023-10-04 05:30:00,4918.6,2023-10,-0.019505825833009305,-0.019505825833009305
BAJAJ-AUTO,2023-10-05 05:30:00,5011.05,2023-10,0.018795998861464547,-0.0010764584516939069
BAJAJ-AUTO,2023-10-06 05:30:00,5014.6,2023-10,0.0007084343600642917,-0.0003687866917839733
BAJAJ-AUTO,2023-10-09 05:30:00,5007.3,2023-10,-0.0014557492123000726,-0.0018239990431480058
BAJAJ-AUTO,2023-10-10 05:30:00,5037.5,2023-10,0.006031194456094013,0.004196194520029062
BAJAJ-AUTO,2023-10-11 05:30:00,5064.4,2023-10,0.0053399503722084685,0.009558552362726624
BAJAJ-AUTO,2023-10-12 05:30:00,5106.6,2023-10,0.008332675144143487,0.017970875818557053
BAJAJ-AUTO,2023-10-13 05:30:00,5052.4,2023-10,-0.010613715583754457,0.007166422470073375
BAJAJ-AUTO,2023-10-16 05:30:00,5076.7,2023-10,0.004809595439791092,0.012010485502696122
BAJAJ-AUTO,2023-10-17 05:30:00,5141.25,2023-10,0.0127149526267063,0.02487815088359291
BAJAJ-AUTO,2023-10-18 05:30:00,5137.35,2023-10,-0.000758570386579116,0.024100708668480575
BAJAJ-AUTO,2023-10-19 05:30:00,5482.6,2023-10,0.06720390862993564,0.09292427912168955
BAJAJ-AUTO,2023-10-20 05:30:00,5489.3,2023-10,0.0012220479334621448,0.09425988497842086
BAJAJ-AUTO,2023-10-23 05:30:00,5405.4,2023-10,-0.015284280327182098,0.07753491014562064
BAJAJ-AUTO,2023-10-25 05:30:00,5347.3,2023-10,-0.010748510748510687,0.06595301458202485
BAJAJ-AUTO,2023-10-26 05:30:00,5259.35,2023-10,-0.01644755297065803,0.04842069591045428
BAJAJ-AUTO,2023-10-27 05:30:00,5373.55,2023-10,0.02171370986909027,0.07118579872220354
BAJAJ-AUTO,2023-10-30 05:30:00,5308.9,2023-10,-0.012031152590001093,0.05829819892553445
BAJAJ-AUTO,2023-10-31 05:30:00,5314.05,2023-10,0.000970069129198281,0.05932482133779815
BAJAJ-AUTO,2023-11-01 05:30:00,5344.35,2023-11,0.005701865808564133,0.06536494931674741
BAJAJ-AUTO,2023-11-02 05:30:00,5318.4,2023-11,-0.00485559516124523,0.060191968423884745
BAJAJ-AUTO,2023-11-03 05:30:00,5368.95,2023-11,0.009504738267148038,0.07026881559668618
BAJAJ-AUTO,2023-11-06 05:30:00,5406.85,2023-11,0.007059108391771263,0.07782395917431595
BAJAJ-AUTO,2023-11-07 05:30:00,5419.0,2023-11,0.0022471494493097044,0.08024599069062721
BAJAJ-AUTO,2023-11-08 05:30:00,5397.6,2023-11,-0.003949068093744179,0.07598002571539575
BAJAJ-AUTO,2023-11-09 05:30:00,5418.9,2023-11,0.003946198310359916,0.0802260562748549
BAJAJ-AUTO,2023-11-10 05:30:00,5392.05,2023-11,-0.00495488014172607,0.0748736656400435
